实体类型,重复节点名称,重复节点编码,保留主节点名称,保留主节点编码,处理原因,重复节点元素ID,主节点元素ID,处置
Evidence,心力衰竭-高血压-全书回捞证据-8619-86CFDC,"""EVD-CARD-FULLBOOK-A1E7489586CFDC""",心力衰竭-低血压-全书回捞证据-8619-F67D3A,EVD-CARD-FULLBOOK-4ABB85FBF67D3A,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13263,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13262,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-水肿-全书回捞证据-8355-B0F9FB,"""EVD-CARD-FULLBOOK-140359AFB0F9FB""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13373,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-高血压-全书回捞证据-8355-16E13F,"""EVD-CARD-FULLBOOK-1E43D0A316E13F""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13374,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-心电图-全书回捞证据-8355-0CEB1A,"""EVD-CARD-FULLBOOK-EDA2C27A0CEB1A""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13375,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-血脂检查-全书回捞证据-8355-6415F6,"""EVD-CARD-FULLBOOK-A299FE7E6415F6""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13376,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-血糖-全书回捞证据-8355-D07DA5,"""EVD-CARD-FULLBOOK-C3A24604D07DA5""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13377,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-肾功能-全书回捞证据-8355-EAA78E,"""EVD-CARD-FULLBOOK-5D15B05DEAA78E""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13378,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-血运重建-全书回捞证据-8355-F61CF7,"""EVD-CARD-FULLBOOK-B17CFF0EF61CF7""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13379,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-吸烟-全书回捞证据-8355-764970,"""EVD-CARD-FULLBOOK-98E3F3EA764970""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13380,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-糖尿病-全书回捞证据-8355-8E01AC,"""EVD-CARD-FULLBOOK-7C2ABC5C8E01AC""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13381,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-肥胖-全书回捞证据-8355-0B9B48,"""EVD-CARD-FULLBOOK-DCB685EF0B9B48""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13382,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-家族史-全书回捞证据-8355-B5DFA5,"""EVD-CARD-FULLBOOK-2DCDA3EDB5DFA5""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13383,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-动脉粥样硬化-全书回捞证据-8355-E977F0,"""EVD-CARD-FULLBOOK-55B2CCF4E977F0""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13384,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-心力衰竭-全书回捞证据-8355-370773,"""EVD-CARD-FULLBOOK-DE0DA077370773""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13385,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-脑卒中-全书回捞证据-8355-155EC9,"""EVD-CARD-FULLBOOK-F3FBF4B5155EC9""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13386,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-出血-全书回捞证据-8355-0571F6,"""EVD-CARD-FULLBOOK-894B9CD90571F6""",心力衰竭-水肿-全书回捞证据-8355-C4ED54,EVD-CARD-FULLBOOK-2974F443C4ED54,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13387,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13172,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-乏力-全书回捞证据-8521-CE619C,"""EVD-CARD-FULLBOOK-DD3F553ECE619C""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13388,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-高血压-全书回捞证据-8521-A8BFFA,"""EVD-CARD-FULLBOOK-D8159651A8BFFA""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13389,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-血脂检查-全书回捞证据-8521-A9DCBC,"""EVD-CARD-FULLBOOK-14ED6459A9DCBC""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13390,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-血糖-全书回捞证据-8521-C67DA6,"""EVD-CARD-FULLBOOK-CFBD3386C67DA6""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13391,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-肾功能-全书回捞证据-8521-62104E,"""EVD-CARD-FULLBOOK-6216183E62104E""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13392,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-血管紧张素转换酶抑制剂-全书回捞证据-8521-704507,"""EVD-CARD-FULLBOOK-F890BF2F704507""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13393,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-血管紧张素Ⅱ受体拮抗剂-全书回捞证据-8521-B7B379,"""EVD-CARD-FULLBOOK-4223FFD0B7B379""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13394,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-利尿剂-全书回捞证据-8521-47B03C,"""EVD-CARD-FULLBOOK-7B503E9947B03C""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13395,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-糖尿病-全书回捞证据-8521-041866,"""EVD-CARD-FULLBOOK-16D5DEA5041866""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13396,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-肥胖-全书回捞证据-8521-96F6F7,"""EVD-CARD-FULLBOOK-FCC9FC8896F6F7""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13397,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,慢性心力衰竭-心力衰竭-全书回捞证据-8521-511C2D,"""EVD-CARD-FULLBOOK-A4E31956511C2D""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13398,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,急性心力衰竭-乏力-全书回捞证据-8521-4113A3,"""EVD-CARD-FULLBOOK-6AE577174113A3""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13462,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,急性心力衰竭-高血压-全书回捞证据-8521-FD79AC,"""EVD-CARD-FULLBOOK-4B58D1CAFD79AC""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13463,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,急性心力衰竭-血脂检查-全书回捞证据-8521-DD998A,"""EVD-CARD-FULLBOOK-12FC7BBCDD998A""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13464,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,急性心力衰竭-血糖-全书回捞证据-8521-3123FA,"""EVD-CARD-FULLBOOK-9B7510F33123FA""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13465,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,急性心力衰竭-肾功能-全书回捞证据-8521-786E02,"""EVD-CARD-FULLBOOK-2FD6A55F786E02""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13466,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,急性心力衰竭-血管紧张素转换酶抑制剂-全书回捞证据-8521-95ECF6,"""EVD-CARD-FULLBOOK-C732BB9995ECF6""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13467,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,急性心力衰竭-血管紧张素Ⅱ受体拮抗剂-全书回捞证据-8521-5CF3F5,"""EVD-CARD-FULLBOOK-55790DBB5CF3F5""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13468,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,急性心力衰竭-利尿剂-全书回捞证据-8521-D886D7,"""EVD-CARD-FULLBOOK-06C99898D886D7""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13469,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,急性心力衰竭-糖尿病-全书回捞证据-8521-005426,"""EVD-CARD-FULLBOOK-BF72A019005426""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13470,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,急性心力衰竭-肥胖-全书回捞证据-8521-94F0ED,"""EVD-CARD-FULLBOOK-9F0428A594F0ED""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13471,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,急性心力衰竭-心力衰竭-全书回捞证据-8521-4B1015,"""EVD-CARD-FULLBOOK-7DFBFDF14B1015""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13472,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-心电图-全书回捞证据-6161-E4C68C,"""EVD-CARD-FULLBOOK-7E0D09AEE4C68C""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13548,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-创伤-全书回捞证据-6161-01A444,"""EVD-CARD-FULLBOOK-46447FFB01A444""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13549,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-心肌缺血-全书回捞证据-6161-FBFD3F,"""EVD-CARD-FULLBOOK-BC1CC88DFBFD3F""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13550,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-心律失常-全书回捞证据-6161-7E58B3,"""EVD-CARD-FULLBOOK-523932A97E58B3""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13551,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-猝死-全书回捞证据-6161-8F54B8,"""EVD-CARD-FULLBOOK-3D5116068F54B8""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13552,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-危险分层-全书回捞证据-6161-165F4A,"""EVD-CARD-FULLBOOK-0E1DAD78165F4A""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13553,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-心动过缓-全书回捞证据-6949-AD8A99,"""EVD-CARD-FULLBOOK-3CB49AF1AD8A99""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13645,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-低血压-全书回捞证据-6949-D8DAD9,"""EVD-CARD-FULLBOOK-244DAEBFD8DAD9""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13646,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-肾功能-全书回捞证据-6949-44F0C1,"""EVD-CARD-FULLBOOK-946EEA6E44F0C1""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13647,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-洋地黄类药物-全书回捞证据-6949-873688,"""EVD-CARD-FULLBOOK-AF13DC45873688""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13648,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-心力衰竭-全书回捞证据-6949-5B5994,"""EVD-CARD-FULLBOOK-048F0A505B5994""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13649,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-心律失常-全书回捞证据-6949-09532E,"""EVD-CARD-FULLBOOK-41ECDE0409532E""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13650,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,房性心动过速-鉴别诊断-全书回捞证据-6949-3F2B89,"""EVD-CARD-FULLBOOK-74636A4E3F2B89""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13651,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心房扑动-心动过速-全书回捞证据-6949-A488DA,"""EVD-CARD-FULLBOOK-2E78252BA488DA""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13863,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心房扑动-心动过缓-全书回捞证据-6949-091997,"""EVD-CARD-FULLBOOK-A2F33A8D091997""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13864,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心房扑动-低血压-全书回捞证据-6949-CCDD3E,"""EVD-CARD-FULLBOOK-FB6207E9CCDD3E""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13865,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心房扑动-肾功能-全书回捞证据-6949-E2CEA2,"""EVD-CARD-FULLBOOK-FF6CD5B2E2CEA2""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13866,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心房扑动-洋地黄类药物-全书回捞证据-6949-4203D2,"""EVD-CARD-FULLBOOK-0E6F9A8D4203D2""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13867,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心房扑动-心力衰竭-全书回捞证据-6949-7540C5,"""EVD-CARD-FULLBOOK-DEFB59A27540C5""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13868,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,心房扑动-心律失常-全书回捞证据-6949-54E0D7,"""EVD-CARD-FULLBOOK-97A2564554E0D7""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13869,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
