文件名,规范名,目录,来源目录类型,建议疾病大类,文件大小MB,最后修改时间,是否已解析登记,登记文件名,登记来源文件数,登记来源示例,下一步动作
中国 感染性心内膜炎外科治疗中国专家共识2022.pdf,中国感染性心内膜炎外科治疗中国专家共识2022,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\感染性心内膜炎,诊疗指南目录,心肌炎/心包炎/感染性心内膜炎,1.68,2024-12-18 10:51:36,是,中国 感染性心内膜炎外科治疗中国专家共识2022.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_心肌炎心包炎感染性心内膜炎正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
【用药助手】2024 IDSA指南：抗菌素耐药革兰氏阴性菌感染的治疗.pdf,用药助手2024idsa指南抗菌素耐药革兰氏阴性菌感染的治疗,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\感染性疾病,诊疗指南目录,待人工归类,1.64,2025-08-26 10:22:48,否,,0,,进入未解析PDF候选池
【用药助手】2025 ATS官方临床实践指南：社区获得性肺炎的诊断与治疗.pdf,用药助手2025ats官方临床实践指南社区获得性肺炎的诊断与治疗,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\感染性疾病,诊疗指南目录,待人工归类,1.74,2025-08-26 10:22:41,否,,0,,进入未解析PDF候选池
【用药助手】中国慢性胆囊炎、胆囊结石内科诊疗共识意见(2018年).pdf,用药助手中国慢性胆囊炎、胆囊结石内科诊疗共识意见2018年,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\感染性疾病,诊疗指南目录,待人工归类,0.84,2025-08-26 10:22:45,是,【用药助手】中国慢性胆囊炎、胆囊结石内科诊疗共识意见(2018年).pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
【用药助手】尿路感染诊断与治疗中国专家共识(2015版)——复杂性尿路感染.pdf,用药助手尿路感染诊断与治疗中国专家共识2015版复杂性尿路感染,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\感染性疾病,诊疗指南目录,待人工归类,0.62,2025-08-26 10:22:43,是,【用药助手】尿路感染诊断与治疗中国专家共识(2015版)——复杂性尿路感染.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
药效学理论临床应用专家共识.pdf,药效学理论临床应用专家共识,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\感染性疾病,诊疗指南目录,待人工归类,4.18,2025-08-26 10:22:12,是,药效学理论临床应用专家共识.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
2025ESC瓣膜指南 - .pdf,2025esc瓣膜指南,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\瓣膜性心脏病,诊疗指南目录,瓣膜病,4.65,2025-09-01 13:48:48,是,2025ESC瓣膜指南 - .pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf,acc／aha指南心脏瓣膜病患者的管理2020,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\瓣膜性心脏病,诊疗指南目录,瓣膜病,10.83,2025-08-25 15:35:32,否,,0,,进入未解析PDF候选池
ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf,esc／eacts指南瓣膜性心脏病的管理2021,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\瓣膜性心脏病,诊疗指南目录,瓣膜病,2.76,2025-08-25 15:34:52,否,,0,,进入未解析PDF候选池
中国 经导管主动脉瓣置换术临床实践指南（2023版）.pdf,中国经导管主动脉瓣置换术临床实践指南2023版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\瓣膜性心脏病,诊疗指南目录,瓣膜病,2.5,2025-08-25 15:21:33,是,中国 经导管主动脉瓣置换术临床实践指南（2023版）.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国 经导管主动脉瓣置换术临床路径专家共识（2024 版）.pdf,中国经导管主动脉瓣置换术临床路径专家共识2024版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\瓣膜性心脏病,诊疗指南目录,瓣膜病,1.97,2025-08-25 15:17:11,是,中国 经导管主动脉瓣置换术临床路径专家共识（2024 版）.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国 经导管二尖瓣缘对缘修复术的中国专家共识2022.pdf,中国经导管二尖瓣缘对缘修复术的中国专家共识2022,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\瓣膜性心脏病,诊疗指南目录,瓣膜病,2.14,2025-08-25 15:17:39,是,中国 经导管二尖瓣缘对缘修复术的中国专家共识2022.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国 急性肺栓塞多学科团队救治中国专家共识2022.pdf,中国急性肺栓塞多学科团队救治中国专家共识2022,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\肺血管疾病,诊疗指南目录,待人工归类,1.88,2024-12-20 15:53:22,是,中国 急性肺栓塞多学科团队救治中国专家共识2022.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国 慢性血栓栓塞性肺动脉高压诊断与治疗指南（2024版）.pdf,中国慢性血栓栓塞性肺动脉高压诊断与治疗指南2024版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\肺血管疾病,诊疗指南目录,肺动脉高压,3.37,2024-12-19 17:22:14,是,中国 慢性血栓栓塞性肺动脉高压诊断与治疗指南（2024版）.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国 肺动脉高压诊断与治疗指南（2021版）.pdf,中国肺动脉高压诊断与治疗指南2021版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\肺血管疾病,诊疗指南目录,肺动脉高压,1.52,2025-08-25 13:51:35,是,中国 肺动脉高压诊断与治疗指南（2021版）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
Dyslipidaemias  ESC 2025.pdf,dyslipidaemiasesc2025,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\血脂管理,诊疗指南目录,待人工归类,2.12,2026-06-02 12:41:54,是,Dyslipidaemias  ESC 2025.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_血脂异常动脉粥样硬化防治正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
Dyslipidaemias AHA 2026.pdf,dyslipidaemiasaha2026,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\血脂管理,诊疗指南目录,待人工归类,7.02,2026-06-02 12:41:54,是,Dyslipidaemias AHA 2026.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_血脂异常动脉粥样硬化防治正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
Dyslipidaemias ESC 2019.pdf,dyslipidaemiasesc2019,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\血脂管理,诊疗指南目录,待人工归类,2.41,2026-06-02 12:41:54,是,Dyslipidaemias ESC 2019.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_血脂异常动脉粥样硬化防治正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国血脂管理指南（2023年）.pdf,中国血脂管理指南2023年,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\血脂管理,诊疗指南目录,血脂异常/动脉粥样硬化,1.39,2026-06-02 12:41:54,是,中国血脂管理指南（2023年）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_血脂异常动脉粥样硬化防治正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
泛血管疾病患者血脂管理专家共识（2025版）.pdf,泛血管疾病患者血脂管理专家共识2025版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\血脂管理,诊疗指南目录,血脂异常/动脉粥样硬化,2.74,2026-06-02 12:41:54,是,泛血管疾病患者血脂管理专家共识（2025版）.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_血脂异常动脉粥样硬化防治正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国 高血压临床实践指南2024.pdf,中国高血压临床实践指南2024,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\高血压,诊疗指南目录,高血压,5.98,2024-12-18 10:22:54,是,中国 高血压临床实践指南2024.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
