推荐编码,推荐名称,是否正式CDSS推荐,审核状态,发布层级,疾病大类,疾病,推荐动作数,推荐动作示例,证据数,临床规则数,诊疗阶段数,关联疾病数,推荐等级,证据等级,缺口,复核结论
REC-641ADA1A77EC5449,致心律失常性双心室心肌病路径治疗决策规则｜致心律失常性双心室心肌病治疗方案（治疗方案）推荐,True,clinical_ready,formal,心肌病,致心律失常性双心室心肌病,1,致心律失常性双心室心肌病治疗方案,5,1,1,1,未结构化,未结构化,,通过
REC-642081DB8BA4576E,心脏性猝死路径随访安全规则｜心脏性猝死风险分层（风险分层）推荐,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏性猝死,1,心脏性猝死风险分层,4,1,1,1,未结构化,未结构化,,通过
REC-6508B53A9DAAD87C,非ST段抬高型心肌梗死路径随访安全规则｜非ST段抬高型心肌梗死风险分层（风险分层）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,1,非ST段抬高型心肌梗死风险分层,1,1,1,1,未结构化,未结构化,,通过
REC-66E917470CF948BD,慢性冠脉综合征路径随访安全规则｜慢性冠脉综合征风险分层（风险分层）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,慢性冠脉综合征,1,慢性冠脉综合征风险分层,5,1,1,1,未结构化,未结构化,,通过
REC-66EED9892A98D449,房颤急性复律/心率控制规则｜同步电复律（治疗方案）推荐,True,clinical_ready,formal,心律失常,心房颤动,1,同步电复律,2,1,1,1,未结构化,未结构化,,通过
REC-68522C78632B674D,不稳定型心绞痛路径治疗决策规则｜血运重建（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,不稳定型心绞痛,1,血运重建,5,1,1,1,未结构化,未结构化,,通过
REC-6CA2B4ECB2D76ADA,淀粉样变心肌病路径随访安全规则｜淀粉样变心肌病随访方案（随访）推荐,True,clinical_ready,formal,心肌病,淀粉样变心肌病,1,淀粉样变心肌病随访方案,4,1,1,1,未结构化,未结构化,,通过
REC-6CAE41CD73D9133E,急性冠脉综合征路径随访安全规则｜急性冠脉综合征风险分层（风险分层）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性冠脉综合征,1,急性冠脉综合征风险分层,1,1,1,1,未结构化,未结构化,,通过
REC-6E8A2DF6F43CE770,扩张型心肌病路径治疗决策规则｜控制心室率（治疗方案）推荐,True,clinical_ready,formal,心肌病,扩张型心肌病,1,控制心室率,5,1,1,1,未结构化,未结构化,,通过
REC-6F715C192707537E,短QT间期综合征路径随访安全规则｜短QT间期综合征随访方案（随访）推荐,True,clinical_ready,formal,心律失常,短QT间期综合征,1,短QT间期综合征随访方案,5,1,1,1,未结构化,未结构化,,通过
REC-7023A88D54CE1E7A,法布雷病心肌病路径治疗决策规则｜法布雷病心肌病治疗方案（治疗方案）推荐,True,clinical_ready,formal,心肌病,法布雷病心肌病,1,法布雷病心肌病治疗方案,5,1,1,1,未结构化,未结构化,,通过
REC-7025595F385004F3,缺血性心电图改变｜心电图（检查）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性心肌梗死,1,心电图,2,1,1,1,未结构化,未结构化,,通过
REC-7037AAEFC3CB6A26,心肌梗死后心力衰竭路径随访安全规则｜心力衰竭随访方案（随访）推荐,True,clinical_ready,formal,心力衰竭,心肌梗死后心力衰竭,1,心力衰竭随访方案,5,1,1,1,未结构化,未结构化,,通过
REC-713CAA3F200C250E,心衰疑诊利钠肽与超声评估规则｜心电图（检查）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,心电图,2,1,1,1,未结构化,未结构化,,通过
REC-722760E827A6CAB6,缺血性心肌病路径治疗决策规则｜降压治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病；心肌病,缺血性心肌病,1,降压治疗,1,1,1,1,未结构化,未结构化,,通过
REC-728257F09E138A93,稳定窄QRS SVT急性终止规则｜迷走神经刺激（治疗方案）推荐,True,clinical_ready,formal,心律失常,室上性心动过速,1,迷走神经刺激,3,1,1,1,未结构化,未结构化,,通过
REC-72CE3AFC19E6F55D,STEMI再灌注策略选择规则｜溶栓治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,溶栓治疗,3,1,1,1,未结构化,未结构化,,通过
REC-73F794FD0A746355,冠状动脉血栓或责任病变｜冠状动脉造影（检查）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性心肌梗死,1,冠状动脉造影,1,1,1,1,未结构化,未结构化,,通过
REC-7437BD316125078C,房颤急性复律/心率控制规则｜β受体阻滞剂（药物）推荐,True,clinical_ready,formal,心律失常,心房颤动,1,β受体阻滞剂,2,1,1,1,未结构化,未结构化,,通过
REC-74F2A04354313970,短QT间期综合征路径评估规则｜短QT间期综合征诊断标准（诊断标准）推荐,True,clinical_ready,formal,心律失常,短QT间期综合征,1,短QT间期综合征诊断标准,5,1,1,1,未结构化,未结构化,,通过
REC-773A8F4D3FBECC1A,心衰LVEF分型规则｜射血分数轻度降低的心力衰竭诊断标准（诊断标准）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,射血分数轻度降低的心力衰竭诊断标准,2,1,1,1,未结构化,未结构化,,通过
REC-775B4D172719135D,肌钙蛋白升高及动态变化｜心肌肌钙蛋白（检验）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,急性心肌梗死,1,心肌肌钙蛋白,2,1,1,1,未结构化,未结构化,,通过
REC-78888CE12F2F6E81,Brugada综合征路径随访安全规则｜Brugada综合征随访方案（随访）推荐,True,clinical_ready,formal,心律失常,Brugada综合征,1,Brugada综合征随访方案,5,1,1,1,未结构化,未结构化,,通过
REC-79C0D690D7864362,不稳定型心绞痛路径治疗决策规则｜氧疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,不稳定型心绞痛,1,氧疗,5,1,1,1,未结构化,未结构化,,通过
REC-7AF9D9F0F96C146E,Brugada综合征路径治疗决策规则｜复律治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,Brugada综合征,1,复律治疗,5,1,1,1,未结构化,未结构化,,通过
REC-7AFE5F9672849D6F,STEMI疑诊心电图与肌钙蛋白评估规则｜心电图（检查）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,心电图,2,1,1,1,未结构化,未结构化,,通过
REC-7BD8C43059E3430E,室上速/房扑血流动力学稳定性规则｜同步电复律（治疗方案）推荐,True,clinical_ready,formal,心律失常,室上性心动过速,1,同步电复律,3,1,1,1,未结构化,未结构化,,通过
REC-7BE93D3C194B1C0A,心房心肌病路径评估规则｜EHRA心房心肌病组织学分型诊断框架（诊断标准）推荐,True,clinical_ready,formal,心肌病,心房心肌病,1,EHRA心房心肌病组织学分型诊断框架,5,1,1,1,未结构化,未结构化,,通过
REC-7DF8568675FB94DD,室性期前收缩路径随访安全规则｜室性期前收缩风险分层（风险分层）推荐,True,clinical_ready,formal,心律失常,室性期前收缩,1,室性期前收缩风险分层,4,1,1,1,未结构化,未结构化,,通过
REC-7F81953DE3512D77,致心律失常性左心室心肌病路径治疗决策规则｜致心律失常性左心室心肌病治疗方案（治疗方案）推荐,True,clinical_ready,formal,心肌病,致心律失常性左心室心肌病,1,致心律失常性左心室心肌病治疗方案,5,1,1,1,未结构化,未结构化,,通过
REC-7FC15860DEFB09C7,稳定型心绞痛路径随访安全规则｜稳定型心绞痛风险分层（风险分层）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,稳定型心绞痛,1,稳定型心绞痛风险分层,1,1,1,1,未结构化,未结构化,,通过
REC-8377E5F73BCC063E,非ST段抬高型心肌梗死路径治疗决策规则｜氧疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,1,氧疗,1,1,1,1,未结构化,未结构化,,通过
REC-83E5052977F3786E,非ST段抬高型心肌梗死路径治疗决策规则｜血运重建（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,1,血运重建,1,1,1,1,未结构化,未结构化,,通过
REC-84244900D44544BD,STEMI二级预防与随访规则｜β受体阻滞剂（药物）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,β受体阻滞剂,2,1,1,1,未结构化,未结构化,,通过
REC-84BF0B512DC5CDB8,HFpEF综合管理规则｜射血分数保留的心力衰竭治疗方案（治疗方案）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,射血分数保留的心力衰竭治疗方案,4,1,1,1,未结构化,未结构化,,通过
REC-8635439FB569D904,室性期前收缩路径治疗决策规则｜急救复苏（治疗方案）推荐,True,clinical_ready,formal,心律失常,室性期前收缩,1,急救复苏,4,1,1,1,未结构化,未结构化,,通过
REC-86DD62EB59901933,限制型心肌病路径治疗决策规则｜抗凝治疗（治疗方案）推荐,True,clinical_ready,formal,心肌病,限制型心肌病,1,抗凝治疗,4,1,1,1,未结构化,未结构化,,通过
REC-87906627D928CD1A,室性期前收缩路径评估规则｜室性期前收缩诊断标准（诊断标准）推荐,True,clinical_ready,formal,心律失常,室性期前收缩,1,室性期前收缩诊断标准,4,1,1,1,未结构化,未结构化,,通过
REC-889219A91D901ABE,持续性室性心动过速路径治疗决策规则｜持续性室性心动过速治疗方案（治疗方案）推荐,True,clinical_ready,formal,心律失常,持续性室性心动过速,1,持续性室性心动过速治疗方案,5,1,1,1,未结构化,未结构化,,通过
REC-88DBA5F0096692CC,Brugada综合征路径治疗决策规则｜电复律除颤（治疗方案）推荐,True,clinical_ready,formal,心律失常,Brugada综合征,1,电复律除颤,5,1,1,1,未结构化,未结构化,,通过
REC-89A1F98D35550192,房扑抗凝复律规则｜抗凝治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,室上性心动过速,1,抗凝治疗,3,1,1,1,未结构化,未结构化,,通过
REC-89A78DF92D89D62C,STEMI抗血小板与抗凝治疗规则｜抗血小板治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,抗血小板治疗,2,1,1,1,未结构化,未结构化,,通过
REC-8C04A95AF651F1C5,心室扑动与心室颤动路径治疗决策规则｜射频消融治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,心室扑动与心室颤动,1,射频消融治疗,3,1,1,1,未结构化,未结构化,,通过
REC-8D3DA974E45CCA0F,持续性室性心动过速路径治疗决策规则｜ICD治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,持续性室性心动过速,1,ICD治疗,5,1,1,1,未结构化,未结构化,,通过
REC-8EB7BC695BE11E46,心室扑动与心室颤动路径治疗决策规则｜抗凝治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,心室扑动与心室颤动,1,抗凝治疗,3,1,1,1,未结构化,未结构化,,通过
REC-8EFAF865AE874832,短QT间期综合征路径治疗决策规则｜ICD治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,短QT间期综合征,1,ICD治疗,5,1,1,1,未结构化,未结构化,,通过
REC-92367B78C701618A,房颤心电图诊断规则｜心房颤动诊断标准（诊断标准）推荐,True,clinical_ready,formal,心律失常,心房颤动,1,心房颤动诊断标准,2,1,1,1,未结构化,未结构化,,通过
REC-9374F3930A04EA51,心衰LVEF分型规则｜左心室射血分数（ExamIndicator）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,左心室射血分数,2,1,1,1,未结构化,未结构化,,通过
REC-943AAD1D26FFCD0A,心脏性猝死路径治疗决策规则｜复律治疗（治疗方案）推荐,True,clinical_ready,formal,心脏骤停与心脏性猝死；心律失常,心脏性猝死,1,复律治疗,4,1,1,1,未结构化,未结构化,,通过
REC-94618DD43705D2DF,心衰随访与用药安全监测规则｜肾功能与电解质（检查）推荐,True,clinical_ready,formal,心力衰竭,心力衰竭,1,肾功能与电解质,1,1,1,1,未结构化,未结构化,,通过
REC-94F5D2BD891A1C5D,持续ST段抬高或等效表现｜心电图（检查）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,ST段抬高型心肌梗死,1,心电图,2,1,1,1,未结构化,未结构化,,通过
REC-958D0F163042872C,稳定型心绞痛路径随访安全规则｜稳定型心绞痛随访方案（随访）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,稳定型心绞痛,1,稳定型心绞痛随访方案,1,1,1,1,未结构化,未结构化,,通过
REC-95D67DD2BBD374A9,致心律失常性心肌病路径随访安全规则｜致心律失常性心肌病风险分层（风险分层）推荐,True,clinical_ready,formal,心肌病,致心律失常性心肌病,1,致心律失常性心肌病风险分层,2,1,1,1,未结构化,未结构化,,通过
REC-96EB922EE2F6ECA5,复发性SVT消融评估规则｜导管消融（治疗方案）推荐,True,clinical_ready,formal,心律失常,室上性心动过速,1,导管消融,1,1,1,1,未结构化,未结构化,,通过
REC-975A4B8091F0C7AC,肥厚型心肌病路径随访安全规则｜肥厚型心肌病风险分层（风险分层）推荐,True,clinical_ready,formal,心肌病,肥厚型心肌病,1,肥厚型心肌病风险分层,5,1,1,1,未结构化,未结构化,,通过
REC-97B3C9C811ECEB2E,缺血性心肌病路径治疗决策规则｜抗凝治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病；心肌病,缺血性心肌病,1,抗凝治疗,1,1,1,1,未结构化,未结构化,,通过
REC-97EDE152FD987916,非ST段抬高型心肌梗死路径随访安全规则｜GRACE评分（风险分层）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,1,GRACE评分,1,1,1,1,未结构化,未结构化,,通过
REC-9923170206C22876,慢性冠脉综合征路径评估规则｜慢性冠脉综合征诊断标准（诊断标准）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,慢性冠脉综合征,1,慢性冠脉综合征诊断标准,5,1,1,1,未结构化,未结构化,,通过
REC-994014382D7E13EF,持续性室性心动过速路径随访安全规则｜持续性室性心动过速随访方案（随访）推荐,True,clinical_ready,formal,心律失常,持续性室性心动过速,1,持续性室性心动过速随访方案,5,1,1,1,未结构化,未结构化,,通过
REC-99D15295E54A2E9A,非ST段抬高型心肌梗死路径治疗决策规则｜复律治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,非ST段抬高型心肌梗死,1,复律治疗,1,1,1,1,未结构化,未结构化,,通过
REC-9A073BB5267D4E5B,非持续性室性心动过速路径治疗决策规则｜ICD治疗（治疗方案）推荐,True,clinical_ready,formal,心律失常,非持续性室性心动过速,1,ICD治疗,5,1,1,1,未结构化,未结构化,,通过
REC-9A9EE80CD7A841BD,扩张型心肌病路径随访安全规则｜扩张型心肌病随访方案（随访）推荐,True,clinical_ready,formal,心肌病,扩张型心肌病,1,扩张型心肌病随访方案,5,1,1,1,未结构化,未结构化,,通过
REC-9E948779BEF27A42,室上速/房扑心电机制分型规则｜室上性心动过速诊断标准（诊断标准）推荐,True,clinical_ready,formal,心律失常,室上性心动过速,1,室上性心动过速诊断标准,2,1,1,1,未结构化,未结构化,,通过
REC-9EDEC8498F9DF980,房颤随访规则｜心房颤动随访方案（随访）推荐,True,clinical_ready,formal,心律失常,心房颤动,1,心房颤动随访方案,2,1,1,1,未结构化,未结构化,,通过
REC-9F4AE2CA59BC31FD,陈旧性心肌梗死路径治疗决策规则｜抗血小板治疗（治疗方案）推荐,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病,陈旧性心肌梗死,1,抗血小板治疗,5,1,1,1,未结构化,未结构化,,通过
